,cell_line,drug,min_dose,max_dose,time,alpha,beta,gamma,delta,mape,auc,auc_norm
105,T98G,Drug14,-2.363612413940753,0.9995654886602768,120,1.016512003965496,1.4006481662496764,0.4903570920741121,3.3667284906673918e-21,0.0421892578401747,2.8453611139838078,0.832374422921501
106,T98G,Drug15,-2.363612413940753,0.9995654886602768,72,1.1927875023501424,0.3934020295743211,-3.0362478328200857,0.8928606270862475,0.0229541390837443,3.138167490024754,0.9344972105596292
107,T98G,Drug15,-2.363612413940753,0.9995654886602768,120,0.962853563215463,11.177738799245612,1.0290608116622548,0.429094637058068,0.0651785040689231,3.23028537034854,0.9975411218278688
108,T98G,Drug16,-2.363612413940753,0.9995654886602768,72,4.294075358927129,0.8981613321804188,-3.0362479944609566,0.1763487933074976,0.1075269163186319,1.0350162055908232,0.308752799656439
109,T98G,Drug16,-2.363612413940753,0.9995654886602768,120,5.723671419012575,1.250817528627823,-3.036247994460959,0.3124885088847552,0.2823601614502438,1.303855114766705,0.3900183778731504
110,T98G,Drug17,-2.363612413940753,0.9995654886602768,72,16.043138624514597,3.858471973003809,-2.8551580984287144,0.8091394632212895,0.0435848158295563,2.7428985339541185,0.8155649799557205
111,T98G,Drug17,-2.363612413940753,0.9995654886602768,120,9.805851766472683,8.932901687278791,-2.5370044669873413,0.7511917646902643,0.0514431685802155,2.5386576049667866,0.7548336899633138
112,T98G,Drug18,-2.363612413940753,0.9995654886602768,72,0.9999999995612756,13.4838355328579,-1.6860306356337404,1.1535233002737892,0.086385090289665,3.775479482504261,1.1225928550545496
113,T98G,Drug18,-2.363612413940753,0.9995654886602768,120,1.076825001660631,13.195608987562151,-0.922647282274045,1.2453702950963592,0.0568540618909408,3.945533966076381,1.089458809947494
114,UW228-3,Drug00,-2.363612413940753,0.9995654886602768,72,3.0710240472211665e-05,9.808948535018867,-2.46247921154157,1.1072031887326623,0.0189598135239273,3.718729053440234,1.1057187142506175
115,UW228-3,Drug00,-2.363612413940753,0.9995654886602768,120,1.056164931498469,10.27407599770394,1.09084935925033,0.1910613720614814,0.0418848421743759,3.5480773283474667,0.9988758019572376
116,UW228-3,Drug01,-2.363612413940753,0.9995654886602768,72,1.13721760408184,10.957183630266652,0.3657638252698289,0.9314285885373385,0.0572177648094663,3.694235695210884,0.9658978192042316
117,UW228-3,Drug01,-2.363612413940753,0.9995654886602768,120,0.962949566059741,12.48266377948982,0.3396491819822722,0.5808812920235177,0.0356970096509559,2.986437617513616,0.9221468025291198
118,UW228-3,Drug02,-2.363612413940753,0.9995654886602768,72,1.0797381926097445,1.274864953088119,1.248286544420121,4.0679822105298253e-13,0.0471183523212574,3.4866986227002115,0.9601893786385322
119,UW228-3,Drug02,-2.363612413940753,0.9995654886602768,120,0.9687088799616272,0.9596873977458964,0.6489091885559548,4.283276125039841e-20,0.0739461673529599,2.7526918941359995,0.8460036082840822
120,UW228-3,Drug03,-2.363612413940753,0.9995654886602768,72,1.008032979960802,0.4409317089775497,1.6722010691804827,0.2679951846182306,0.0363419706351721,3.104167599532748,0.9267502387965042
121,UW228-3,Drug03,-2.363612413940753,0.9995654886602768,120,1.0494537133935948,1.866160341449202,0.9635289213342568,1.965750563845568e-13,0.0278531515073816,3.340571848557146,0.9464724039675044
122,UW228-3,Drug04,-2.363612413940753,0.9995654886602768,72,1.0336021149040824,15.342398686865444,1.0030224769705125,0.0740612125061655,0.0750620012854066,3.4589687956525266,0.9950465860015938
123,UW228-3,Drug04,-2.363612413940753,0.9995654886602768,120,1.0550993186181392,12.109560137304657,0.3607457088701301,0.290481459540806,0.0185967199643672,3.060033700562715,0.8623489243977946
124,UW228-3,Drug05,-2.363612413940753,0.9995654886602768,72,0.9865215602513994,27.656531466544305,0.8317701294747365,1.1011594215585006,0.0185913392310794,3.337083254169931,1.0057976571328475
125,UW228-3,Drug05,-2.363612413940753,0.9995654886602768,120,1.055986038130993,0.5197634874711262,-0.7928851344251818,0.7714831949893559,0.0258856339787453,3.048963186346024,0.8902659770137454
126,UW228-3,Drug06,-2.363612413940753,0.9995654886602768,72,1.198137219875553,0.87802429624166,0.2286812863458876,0.6314733630015225,0.0824239562022663,3.5406645166336537,0.8808697413353151
127,UW228-3,Drug06,-2.363612413940753,0.9995654886602768,120,0.951347265202484,2.2139194285812005,0.3455384716347814,0.2992584639648356,0.0193418034907892,2.768585918249795,0.865305351952438
